chapter,verse,text,prep
43,83,Maka biarlah mereka tenggelam (dalam kesesatan) dan bermain-main sampai mereka menemui hari yang dijanjikan kepada mereka.,biar tenggelam sesat bermainmain temu hari janji
43,86,Dan sembahan-sembahan yang mereka sembah selain Allah tidak dapat memberi syafa´at; akan tetapi (orang yang dapat memberi syafa´at ialah) orang yang mengakui yang hak (tauhid) dan mereka meyakini(nya).,sembahansembahan sembah allah syafa at orang syafa at orang aku hak tauhid yakin
43,87,"Dan sungguh jika kamu bertanya kepada mereka: \""Siapakah yang menciptakan mereka, niscaya mereka menjawab: \""Allah\"", maka bagaimanakah mereka dapat dipalingkan (dari menyembah Allah)?,",sungguh cipta niscaya allah paling sembah allah
43,88,"dan (Allah mengetabui) ucapan Muhammad: \""Ya Tuhanku, sesungguhnya mereka itu adalah kaum yang tidak beriman\"".",allah tabu ucap muhammad ya tuhan sungguh kaum iman
43,89,"Maka berpalinglah (hai Muhammad) dari mereka dan katakanlah: \""Salam (selamat tinggal)\"". Kelak mereka akan mengetahui (nasib mereka yang buruk).",paling hai muhammad salam selamat tinggal kelak nasib buruk
44,4,"Pada malam itu dijelaskan segala urusan yang penuh hikmah,",malam urus penuh hikmah
44,5,"(yaitu) urusan yang besar dari sisi Kami. Sesungguhnya Kami adalah Yang mengutus rasul-rasul,",urus sisi sungguh utus rasulrasul
44,9,Tetapi mereka bermain-main dalam keragu-raguan.,bermainmain keraguraguan
44,12,"(Mereka berdoa): \""Ya Tuhan kami, lenyapkanlah dari kami azab itu. Sesungguhnya kami akan beriman\"".",doa ya tuhan lenyap azab sungguh iman
44,13,"Bagaimanakah mereka dapat menerima peringatan, padahal telah datang kepada mereka seorang rasul yang memberi penjelasan,",terima ingat rasul jelas
44,14,"kemudian mereka berpaling daripadanya dan berkata: \""Dia adalah seorang yang menerima ajaran (dari orang lain) lagi pula seorang yang gila\"".",paling daripada terima ajar orang gila
44,15,Sesungguhnya (kalau) Kami akan melenyapkan siksaan itu agak sedikit sesungguhnya kamu akan kembali (ingkar).,sungguh lenyap siksa sungguh ingkar
44,16,(Ingatlah) hari (ketika) Kami menghantam mereka dengan hantaman yang keras. Sesungguhnya Kami adalah Pemberi balasan.,ingat hari hantam hantam keras sungguh beri balas
44,21,"dan jika kamu tidak beriman kepadaku maka biarkanlah aku (memimpin Bani Israil)\"".",iman kepada biar pimpin bani israil
44,31,"dari (azab) Fir´aun. Sesungguhnya dia adalah orang yang sombong, salah seorang dari orang-orang yang melampaui batas.",azab fir aun sungguh orang sombong salah orangorang lampau batas
44,32,Dan sesungguhnya telah Kami pilih mereka dengan pengetahuan (Kami) atas bangsa-bangsa.,sungguh pilih tahu bangsabangsa
44,33,Dan Kami telah memberikan kepada mereka di antara tanda-tanda kekuasaan (Kami) sesuatu yang di dalamnya terdapat nikmat yang nyata.,tandatanda kuasa dalam nikmat nyata
44,34,"Sesungguhnya mereka (kaum musyrik) itu benar-benar berkata,",sungguh kaum musyrik benarbenar
44,36,"maka datangkanlah (kembali) bapak-bapak kami jika kamu memang orang-orang yang benar\"".",datang bapakbapak orangorang
44,47,Peganglah dia kemudian seretlah dia ke tengah-tengah neraka.,pegang seret tengahtengah neraka
44,48,Kemudian tuangkanlah di atas kepalanya siksaan (dari) air yang amat panas.,tuang kepala siksa air panas
44,50,Sesungguhnya ini adalah azab yang dahulu selalu kamu meragu-ragukannya.,sungguh azab meraguragukannya
44,51,"Sesungguhnya orang-orang yang bertakwa berada dalam tempat yang aman,",sungguh orangorang takwa aman
44,52,(yaitu) di dalam taman-taman dan mata-air-mata-air;,tamantaman mataairmataair
44,53,"mereka memakai sutera yang halus dan sutera yang tebal, (duduk) berhadap-hadapan,",pakai sutera halus sutera tebal duduk berhadaphadapan
44,54,demikianlah. Dan Kami berikan kepada mereka bidadari.,bidadari
44,55,"Di dalamnya mereka meminta segala macam buah-buahan dengan aman (dari segala kekhawatiran),",dalam buahbuahan aman khawatir
44,57,sebagai karunia dari Tuhanmu. Yang demikian itu adalah keberuntungan yang besar.,karunia tuhan untung
44,58,Sesungguhnya Kami mudahkan Al Quran itu dengan bahasamu supaya mereka mendapat pelajaran.,sungguh mudah al quran bahasa ajar
44,59,Maka tunggulah; sesungguhnya mereka itu menunggu (pula).,tunggu sungguh tunggu
45,4,"Dan pada penciptakan kamu dan pada binatang-binatang yang melata yang bertebaran (di muka bumi) terdapat tanda-tanda (kekuasaan Allah) untuk kaum yang meyakini,",cipta binatangbinatang lata tebar muka bumi tandatanda kuasa allah kaum
45,11,Ini (Al Quran) adalah petunjuk. Dan orang-orang yang kafir kepada ayat-ayat Tuhannya bagi mereka azab yaitu siksaan yang sangat pedih.,al quran tunjuk orangorang kafir ayatayat tuhan azab siksa pedih
45,14,Katakanlah kepada orang-orang yang beriman hendaklah mereka memaafkan orang-orang yang tiada takut hari-hari Allah karena Dia akan membalas sesuatu kaum terhadap apa yang telah mereka kerjakan.,orangorang iman maaf orangorang tiada takut harihari allah balas kaum kerja
45,15,"Barangsiapa yang mengerjakan amal saleh, maka itu adalah untuk dirinya sendiri, dan barangsiapa yang mengerjakan kejahatan, maka itu akan menimpa dirinya sendiri, kemudian kepada Tuhanmulah kamu dikembalikan.",barangsiapa amal saleh barangsiapa jahat timpa tuhan kembali
45,18,"Kemudian Kami jadikan kamu berada di atas suatu syariat (peraturan) dari urusan (agama itu), maka ikutilah syariat itu dan janganlah kamu ikuti hawa nafsu orang-orang yang tidak mengetahui.",jadi syariat atur urus agama ikut syariat ikut hawa nafsu orangorang
45,20,"Al Quran ini adalah pedoman bagi manusia, petunjuk dan rahmat bagi kaum yang meyakini.",al quran pedoman manusia tunjuk rahmat kaum
45,23,Maka pernahkah kamu melihat orang yang menjadikan hawa nafsunya sebagai tuhannya dan Allah membiarkannya berdasarkan ilmu-Nya dan Allah telah mengunci mati pendengaran dan hatinya dan meletakkan tutupan atas penglihatannya? Maka siapakah yang akan memberinya petunjuk sesudah Allah (membiarkannya sesat). Maka mengapa kamu tidak mengambil pelajaran?,pernah orang jadi hawa nafsu tuhan allah biar dasar ilmu allah kunci mati dengar hati letak tutup lihat beri tunjuk allah biar sesat ambil ajar
45,31,"Dan adapun orang-orang yang kafir (kepada mereka dikatakan): \""Maka apakah belum ada ayat-ayat-Ku yang dibacakan kepadamu lalu kamu menyombongkan diri dan kamu jadi kaum yang berbuat dosa?\""",orangorang kafir ayatayatku baca kepada sombong kaum buat dosa
45,34,"Dan dikatakan (kepada mereka): \""Pada hari ini Kami melupakan kamu sebagaimana kamu telah melupakan pertemuan (dengan) harimu ini dan tempat kembalimu ialah neraka dan kamu sekali-kali tidak memperoleh penolong\"".",hari lupa lupa temu hari kembali neraka sekalikali oleh tolong
45,35,"Yang demikian itu, karena sesungguhnya kamu menjadikan ayat-ayat Allah sebagai olok-olokan dan kamu telah ditipu oleh kehidupan dunia, maka pada hari ini mereka tidak dikeluarkan dari neraka dan tidak pula mereka diberi kesempatan untuk bertaubat.",sungguh jadi ayatayat allah olokolokan tipu hidup dunia hari keluar neraka sempat taubat
46,6,Dan apabila manusia dikumpulkan (pada hari kiamat) niscaya sembahan-sembahan itu menjadi musuh mereka dan mengingkari pemujaan-pemujaan mereka.,manusia kumpul hari kiamat niscaya sembahansembahan musuh ingkar pemujaanpemujaan
46,11,"Dan orang-orang kafir berkata kepada orang-orang yang beriman: \""Kalau sekiranya di (Al Quran) adalah suatu yang baik, tentulah mereka tiada mendahului kami (beriman) kepadanya. Dan karena mereka tidak mendapat petunjuk dengannya maka mereka akan berkata: \""Ini adalah dusta yang lama\"".",orangorang kafir orangorang iman al quran tiada dahulu iman tunjuk dengan dusta
46,19,Dan bagi masing-masing mereka derajat menurut apa yang telah mereka kerjakan dan agar Allah mencukupkan bagi mereka (balasan) pekerjaan-pekerjaan mereka sedang mereka tiada dirugikan.,masingmasing derajat kerja allah cukup balas pekerjaanpekerjaan tiada rugi
46,22,"Mereka menjawab: \""Apakah kamu datang kepada kami untuk memalingkan kami dari (menyembah) tuhan-tuhan kami? Maka datangkanlah kepada kami azab yang telah kamu ancamkan kepada kami jika kamu termasuk orang-orang yang benar\"".",maling sembah tuhantuhan datang azab ancam orangorang
46,23,"Ia berkata: \""Sesungguhnya pengetahuan (tentang itu) hanya pada sisi Allah dan aku (hanya) menyampaikan kepadamu apa yang aku diutus dengan membawanya tetapi aku lihat kamu adalah kaum yang bodoh\"".",sungguh tahu sisi allah kepada utus bawa lihat kaum bodoh
46,26,"Dan sesungguhnya Kami telah meneguhkan kedudukan mereka dalam hal-hal yang Kami belum pernah meneguhkan kedudukanmu dalam hal itu dan Kami telah memberikan kepada mereka pendengaran, penglihatan dan hati; tetapi pendengaran, penglihatan dan hati mereka itu tidak berguna sedikit juapun bagi mereka, karena mereka selalu mengingkari ayat-ayat Allah dan mereka telah diliputi oleh siksa yang dahulu selalu mereka memperolok-olokkannya.",sungguh teguh duduk halhal teguh duduk dengar lihat hati dengar lihat hati guna jua ingkar ayatayat allah liput siksa memperolokolokkannya
46,27,Dan sesungguhnya Kami telah membinasakan negeri-negeri di sekitarmu dan Kami telah mendatangkan tanda-tanda kebesaran Kami berulang-ulang supaya mereka kembali (bertaubat).,sungguh binasa negerinegeri sekitar tandatanda besar berulangulang taubat
46,28,Maka mengapa yang mereka sembah selain Allah sebagai Tuhan untuk mendekatkan diri (kepada Allah) tidak dapat menolong mereka. Bahkan tuhan-tuhan itu telah lenyap dari mereka? Itulah akibat kebohongan mereka dan apa yang dahulu mereka ada-adakan.,sembah allah tuhan dekat allah tolong tuhantuhan lenyap akibat bohong adaadakan
46,34,"Dan (ingatlah) hari (ketika) orang-orang kafir dihadapkan kepada neraka, (dikatakan kepada mereka): \""Bukankah (azab) ini benar?\"" Mereka menjawab: \""Ya benar, demi Tuhan kami\"". Allah berfirman \""Maka rasakanlah azab ini disebabkan kamu selalu ingkar\"".",ingat hari orangorang kafir hadap neraka azab ya tuhan allah firman rasa azab sebab ingkar
47,1,"Orang-orang yang kafir dan menghalangi (manusia) dari jalan Allah, Allah menyesatkan perbuatan-perbuatan mereka.",orangorang kafir halang manusia jalan allah allah sesat perbuatanperbuatan
47,9,Yang demikian itu adalah karena Sesungguhnya mereka benci kepada apa yang diturunkan Allah (Al Quran) lalu Allah menghapuskan (pahala-pahala) amal-amal mereka.,sungguh benci turun allah al quran allah hapus pahalapahala amalamal
47,14,Maka apakah orang yang berpegang pada keterangan yang datang dari Rabbnya sama dengan orang yang (shaitan) menjadikan dia memandang baik perbuatannya yang buruk itu dan mengikuti hawa nafsunya?,orang pegang terang rabbnya orang shaitan jadi pandang buat buruk ikut hawa nafsu
47,17,"Dan orang-orang yang mau menerima petunjuk, Allah menambah petunjuk kepada mereka dan memberikan balasan ketakwaannya.",orangorang terima tunjuk allah tambah tunjuk balas takwa
47,21,"Taat dan mengucapkan perkataan yang baik (adalah lebih baik bagi mereka). Apabila telah tetap perintah perang (mereka tidak menyukainya). Tetapi jikalau mereka benar (imannya) terhadap Allah, niscaya yang demikian itu lebih baik bagi mereka.",taat kata perintah perang suka iman allah niscaya
47,25,"Sesungguhnya orang-orang yang kembali ke belakang (kepada kekafiran) sesudah petunjuk itu jelas bagi mereka, syaitan telah menjadikan mereka mudah (berbuat dosa) dan memanjangkan angan-angan mereka.",sungguh orangorang kafir tunjuk syaitan jadi mudah buat dosa panjang anganangan
47,26,"Yang demikian itu karena sesungguhnya mereka (orang-orang munafik) itu berkata kepada orang-orang yang benci kepada apa yang diturunkan Allah (orang-orang Yahudi): \""Kami akan mematuhi kamu dalam beberapa urusan\"", sedang Allah mengetahui rahasia mereka.",sungguh orangorang munafik orangorang benci turun allah orangorang yahudi patuh urus allah rahasia
47,29,Atau apakah orang-orang yang ada penyakit dalam hatinya mengira bahwa Allah tidak akan menampakkan kedengkian mereka?,orangorang sakit hati allah tampak dengki
47,30,"Dan kalau Kami kehendaki, niscaya Kami tunjukkan mereka kepadamu sehingga kamu benar-benar dapat mengenal mereka dengan tanda-tandanya. Dan kamu benar-benar akan mengenal mereka dari kiasan-kiasan perkataan mereka dan Allah mengetahui perbuatan-perbuatan kamu.",hendak niscaya tunjuk kepada benarbenar kenal tandatandanya benarbenar kenal kiasankiasan kata allah perbuatanperbuatan
47,31,"Dan sesungguhnya Kami benar-benar akan menguji kamu agar Kami mengetahui orang-orang yang berjihad dan bersabar di antara kamu, dan agar Kami menyatakan (baik buruknya) hal ihwalmu.",sungguh benarbenar uji orangorang jihad sabar buruk ihwal
47,32,"Sesungguhnya orang-orang kafir dan (yang) menghalangi manusia dari jalan Allah serta memusuhi Rasul setelah petunjuk itu jelas bagi mereka, mereka tidak dapat memberi mudharat kepada Allah sedikitpun. Dan Allah akan menghapuskan (pahala) amal-amal mereka.",sungguh orangorang kafir halang manusia jalan allah musuh rasul tunjuk mudharat allah sedikit allah hapus pahala amalamal
47,36,"Sesungguhnya kehidupan dunia hanyalah permainan dan senda gurau. Dan jika kamu beriman dan bertakwa, Allah akan memberikan pahala kepadamu dan Dia tidak akan meminta harta-hartamu.",sungguh hidup dunia main senda gurau iman takwa allah pahala kepada hartahartamu
47,37,Jika Dia meminta harta kepadamu lalu mendesak kamu (supaya memberikan semuanya) niscaya kamu akan kikir dan Dia akan menampakkan kedengkianmu.,harta kepada desak niscaya kikir tampak dengki
51,9,dipalingkan daripadanya (Rasul dan Al-Quran) orang yang dipalingkan.,paling daripada rasul alquran orang paling
51,10,"Terkutuklah orang-orang yang banyak berdusta,",kutuk orangorang dusta
51,11,"(yaitu) orang-orang yang terbenam dalam kebodohan yang lalai,",orangorang benam bodoh lalai
51,21,dan (juga) pada dirimu sendiri. Maka apakah kamu tidak memperhatikan?,diri perhati
51,53,Apakah mereka saling berpesan tentang apa yang dikatakan itu. Sebenarnya mereka adalah kaum yang melampaui batas.,pesan kaum lampau batas
51,54,Maka berpalinglah kamu dari mereka dan kamu sekali-kali tidak tercela.,paling sekalikali cela
51,55,"Dan tetaplah memberi peringatan, karena sesungguhnya peringatan itu bermanfaat bagi orang-orang yang beriman.",tetap ingat sungguh ingat manfaat orangorang iman
51,59,Maka sesungguhnya untuk orang-orang zalim ada bagian (siksa) seperti bahagian teman mereka (dahulu); maka janganlah mereka meminta kepada-Ku untuk menyegerakannya.,sungguh orangorang zalim siksa bahagian teman kepada segera
51,60,Maka kecelakaanlah bagi orang-orang yang kafir pada hari yang diancamkan kepada mereka.,celaka orangorang kafir hari ancam
52,19,"(Dikatakan kepada mereka): \""Makan dan minumlah dengan enak sebagai balasan dari apa yang telah kamu kerjakan\"",",makan minum enak balas kerja
52,20,mereka bertelekan di atas dipan-dipan berderetan dan Kami kawinkan mereka dengan bidadari-bidadari yang cantik bermata jeli.,telekan dipandipan deret kawin bidadaribidadari cantik mata jeli
52,21,"Dan orang-oranng yang beriman, dan yang anak cucu mereka mengikuti mereka dalam keimanan, Kami hubungkan anak cucu mereka dengan mereka, dan Kami tiada mengurangi sedikitpun dari pahala amal mereka. Tiap-tiap manusia terikat dengan apa yang dikerjakannya.",orangoranng iman anak cucu ikut iman hubung anak cucu tiada kurang sedikit pahala amal tiaptiap manusia ikat kerja
52,22,Dan Kami beri mereka tambahan dengan buah-buahan dan daging dari segala jenis yang mereka ingini.,tambah buahbuahan daging jenis ingin
52,23,Di dalam surga mereka saling memperebutkan piala (gelas) yang isinya tidak (menimbulkan) kata-kata yang tidak berfaedah dan tiada pula perbuatan dosa.,surga rebut piala gelas isi timbul katakata faedah tiada buat dosa
52,24,"Dan berkeliling di sekitar mereka anak-anak muda untuk (melayani) mereka, seakan-akan mereka itu mutiara yang tersimpan.",keliling anakanak muda layan seakanakan mutiara simpan
52,25,Dan sebahagian mereka menghadap kepada sebahagian yang lain saling tanya-menanya.,sebahagian hadap sebahagian tanyamenanya
52,26,"Mereka berkata: \""Sesungguhnya kami dahulu, sewaktu berada di tengah-tengah keluarga kami merasa takut (akan diazab)\"".",sungguh tengahtengah keluarga takut azab
52,27,Maka Allah memberikan karunia kepada kami dan memelihara kami dari azab neraka.,allah karunia pelihara azab neraka
52,30,"Bahkan mereka mengatakan: \""Dia adalah seorang penyair yang kami tunggu-tunggu kecelakaan menimpanya\"".",sair tunggutunggu celaka timpa
52,31,"Katakanlah: \""Tunggulah, maka sesungguhnya akupun termasuk orang yang menunggu (pula) bersama kamu\"".",tunggu sungguh aku orang tunggu
52,32,Apakah mereka diperintah oleh fikiran-fikiran mereka untuk mengucapkan tuduhan-tuduhan ini ataukah mereka kaum yang melampaui batas?,perintah fikiranfikiran tuduhantuduhan kaum lampau batas
52,35,Apakah mereka diciptakan tanpa sesuatupun ataukah mereka yang menciptakan (diri mereka sendiri)?,cipta sesuatu cipta
52,36,Ataukah mereka telah menciptakan langit dan bumi itu?; sebenarnya mereka tidak meyakini (apa yang mereka katakan).,cipta langit bumi
52,37,Ataukah di sisi mereka ada perbendaharaan Tuhanmu atau merekakah yang berkuasa?,sisi bendahara tuhan mereka kuasa
52,38,Ataukah mereka mempunyai tangga (ke langit) untuk mendengarkan pada tangga itu (hal-hal yang gaib)? Maka hendaklah orang yang mendengarkan di antara mereka mendatangkan suatu keterangan yang nyata.,tangga langit dengar tangga halhal gaib orang dengar terang nyata
52,39,Ataukah untuk Allah anak-anak perempuan dan untuk kamu anak-anak laki-laki?,allah anakanak perempuan anakanak lakilaki
52,40,Ataukah kamu meminta upah kepada mereka sehingga mereka dibebani dengan hutang?,upah beban hutang
52,42,Ataukah mereka hendak melakukan tipu daya? Maka orang-orang yang kafir itu merekalah yang kena tipu daya.,tipu daya orangorang kafir kena tipu daya
52,45,"Maka biarkanlah mereka hingga mereka menemui hari (yang dijanjikan kepada) mereka yang pada hari itu mereka dibinasakan,",biar temu hari janji hari binasa
52,46,(yaitu) hari ketika tidak berguna bagi mereka sedikitpun tipu daya mereka dan mereka tidak ditolong.,hari guna sedikit tipu daya tolong
53,20,"dan Manah yang ketiga, yang paling terkemudian (sebagai anak perempuan Allah)?",manah tiga kemudi anak perempuan allah
53,21,Apakah (patut) untuk kamu (anak) laki-laki dan untuk Allah (anak) perempuan?,patut anak lakilaki allah anak perempuan
53,22,Yang demikian itu tentulah suatu pembagian yang tidak adil.,bagi adil
53,23,"Itu tidak lain hanyalah nama-nama yang kamu dan bapak-bapak kamu mengadakannya; Allah tidak menurunkan suatu keteranganpun untuk (menyembah)nya. Mereka tidak lain hanyalah mengikuti sangkaan-sangkaan, dan apa yang diingini oleh hawa nafsu mereka dan sesungguhnya telah datang petunjuk kepada mereka dari Tuhan mereka.",namanama bapakbapak ada allah turun terang sembah ikut sangkaansangkaan ingin hawa nafsu sungguh tunjuk tuhan
53,24,Atau apakah manusia akan mendapat segala yang dicita-citakannya?,manusia dicitacitakannya
53,25,"(Tidak), maka hanya bagi Allah kehidupan akhirat dan kehidupan dunia.",allah hidup akhirat hidup dunia
53,28,Dan mereka tidak mempunyai sesuatu pengetahuanpun tentang itu. Mereka tidak lain hanyalah mengikuti persangkaan sedang sesungguhnya persangkaan itu tiada berfaedah sedikitpun terhadap kebenaran.,tahu ikut sangka sungguh sangka tiada faedah sedikit benar
53,29,"Maka berpalinglah (hai Muhammad) dari orang yang berpaling dari peringatan Kami, dan tidak mengingini kecuali kehidupan duniawi.",paling hai muhammad orang paling ingat ingin kecuali hidup duniawi
53,33,Maka apakah kamu melihat orang yang berpaling (dari Al-Quran)?,orang paling alquran
53,34,serta memberi sedikit dan tidak mau memberi lagi?,
53,37,dan lembaran-lembaran Ibrahim yang selalu menyempurnakan janji?,lembaranlembaran ibrahim sempurna janji
53,38,"(yaitu) bahwasanya seorang yang berdosa tidak akan memikul dosa orang lain,",dosa pikul dosa orang
53,39,"dan bahwasanya seorang manusia tiada memperoleh selain apa yang telah diusahakannya,",manusia tiada oleh usaha
53,40,dan bahwasanya usaha itu kelak akan diperlihatkan (kepadanya).,usaha kelak
53,41,"Kemudian akan diberi balasan kepadanya dengan balasan yang paling sempurna,",balas balas sempurna
53,42,"dan bahwasanya kepada Tuhanmulah kesudahan (segala sesuatu),",tuhan sudah
53,43,"dan bahwasanya Dialah yang menjadikan orang tertawa dan menangis,",jadi orang tertawa menang
53,47,"Dan bahwasanya Dialah yang menetapkan kejadian yang lain (kebangkitan sesudah mati),",tetap jadi bangkit mati
53,48,"dan bahwasanya Dia yang memberikan kekayaan dan memberikan kecukupan,",kaya cukup
53,49,"dan bahwasanya Dialah yang Tuhan (yang memiliki) bintang syi´ra,",tuhan milik bintang syi ra
53,55,Maka terhadap nikmat Tuhanmu yang manakah kamu ragu-ragu?,nikmat tuhan mana raguragu
53,56,Ini (Muhammad) adalah seorang pemberi peringatan di antara pemberi-pemberi peringatan yang terdahulu.,muhammad beri ingat pemberipemberi ingat
53,57,Telah dekat terjadinya hari kiamat.,hari kiamat
53,58,Tidak ada yang akan menyatakan terjadinya hari itu selain Allah.,hari allah
54,1,Telah dekat datangnya saat itu dan telah terbelah bulan.,datang belah
54,2,"Dan jika mereka (orang-orang musyrikin) melihat suatu tanda (mukjizat), mereka berpaling dan berkata: \""(Ini adalah) sihir yang terus menerus\"".",orangorang musyrikin tanda mukjizat paling sihir terus
54,3,"Dan mereka mendutakan (Nabi) dan mengikuti hawa nafsu mereka, sedang tiap-tiap urusan telah ada ketetapannya",duta nabi ikut hawa nafsu tiaptiap urus tetap
54,4,Dan sesungguhnya telah datang kepada mereka beberapa kisah yang di dalamnya terdapat cegahan (dari kekafiran).,sungguh kisah dalam cegah kafir
54,5,Itulah suatu hikmah yang sempurna maka peringatan-peringatan itu tidak berguna (bagi mereka).,hikmah sempurna peringatanperingatan guna
54,6,"Maka berpalinglah kamu dari mereka. (Ingatlah) hari (ketika) seorang penyeru (malaikat) menyeru kepada sesuatu yang tidak menyenangkan (hari pembalasan),",paling ingat hari seru malaikat seru senang hari balas
54,8,"mereka datang dengan cepat kepada penyeru itu. Orang-orang kafir berkata: \""Ini adalah hari yang berat\"".",cepat seru orangorang kafir hari berat
54,21,Maka alangkah dahsyatnya azab-Ku dan ancaman-ancaman-Ku.,alangkah dahsyat azab ancamanancamanku
54,26,Kelak mereka akan mengetahui siapakah yang sebenarnya amat pendusta lagi sombong.,kelak dusta sombong
54,27,"Sesungguhnya Kami akan mengirimkan unta betina sebagai cobaan bagi mereka, maka tunggulah (tindakan) mereka dan bersabarlah.",sungguh kirim unta betina coba tunggu tindak sabar
54,28,Dan beritakanlah kepada mereka bahwa sesungguhnya air itu terbagi antara mereka (dengan unta betina itu); tiap-tiap giliran minum dihadiri (oleh yang punya giliran),berita sungguh air bagi unta betina tiaptiap gilir minum hadir gilir
54,29,"Maka mereka memanggil kawannya, lalu kawannya menangkap (unta itu) dan membunuhnya.",panggil kawan kawan tangkap unta bunuh
54,30,Alangkah dahsyatnya azab-Ku dan ancaman-ancaman-Ku.,alangkah dahsyat azab ancamanancamanku
54,31,"Sesungguhnya Kami menimpakan atas mereka satu suara yang keras mengguntur, maka jadilah mereka seperti rumput kering (yang dikumpulkan oleh) yang punya kandang binatang.",sungguh timpa suara keras guntur rumput kering kumpul kandang binatang
54,35,"sebagai nikmat dari Kami. Demikianlah Kami memberi balasan kepada orang-orang yang bersyukur,",nikmat balas orangorang syukur
54,36,"Dan sesungguhnya dia (Luth) telah memperingatkan mereka akan azab-azab Kami, maka mereka mendustakan ancaman-ancaman itu.",sungguh luth ingat azabazab dusta ancamanancaman
54,38,Dan sesungguhnya pada esok harinya mereka ditimpa azab yang kekal.,sungguh esok hari timpa azab kekal
54,39,Maka rasakanlah azab-Ku dan ancaman-ancaman-Ku.,rasa azab ancamanancamanku
54,43,"Apakah orang-orang kafirmu (hai kaum musyrikin) lebih baik dari mereka itu, atau apakah kamu telah mempunyai jaminan kebebasan (dari azab) dalam Kitab-kitab yang dahulu",orangorang kafir hai kaum musyrikin jamin bebas azab kitabkitab
54,44,"Atau apakah mereka mengatakan: \""Kami adalah satu golongan yang bersatu yang pasti menang\"".",golong satu menang
54,45,Golongan itu pasti akan dikalahkan dan mereka akan mundur ke belakang.,golong kalah mundur
54,47,Sesungguhnya orang-orang yang berdosa berada dalam kesesatan (di dunia) dan dalam neraka.,sungguh orangorang dosa sesat dunia neraka
54,49,Sesungguhnya Kami menciptakan segala sesuatu menurut ukuran.,sungguh cipta ukur
54,50,Dan perintah Kami hanyalah satu perkataan seperti kejapan mata.,perintah kata kejap mata
54,51,Dan sesungguhnya telah Kami binasakan orang yang serupa dengan kamu. Maka adakah orang yang mau mengambil pelajaran?,sungguh binasa orang ada orang ambil ajar
55,4,Mengajarnya pandai berbicara.,ajar pandai bicara
55,13,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?,nikmat tuhan mana dusta
55,16,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?,nikmat tuhan mana dusta
55,17,Tuhan yang memelihara kedua tempat terbit matahari dan Tuhan yang memelihara kedua tempat terbenamnya,tuhan pelihara terbit matahari tuhan pelihara benam
55,18,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?,nikmat tuhan mana dusta
55,23,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?,nikmat tuhan mana dusta
55,25,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?,nikmat tuhan mana dusta
55,28,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?,nikmat tuhan mana dusta
55,29,Semua yang ada di langit dan bumi selalu meminta kepada-Nya. Setiap waktu Dia dalam kesibukan.,langit bumi sibuk
55,30,Maka nikmat Rabb-mu yang manakah yang kamu dustakan?,nikmat rabbmu mana dusta
55,31,Kami akan memperhatikan sepenuhnya kepadamu hai manusia dan jin.,perhati sepenuh kepada hai manusia jin
55,32,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?,nikmat tuhan mana dusta
55,36,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?,nikmat tuhan mana dusta
55,38,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?,nikmat tuhan mana dusta
55,39,Pada waktu itu manusia dan jin tidak ditanya tentang dosanya.,manusia jin dosa
55,40,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?,nikmat tuhan mana dusta
55,41,"Orang-orang yang berdosa dikenal dengan tanda-tandannya, lalu dipegang ubun-ubun dan kaki mereka.",orangorang dosa kenal tandatandannya pegang ubunubun kaki
55,42,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?,nikmat tuhan mana dusta
55,45,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?,nikmat tuhan mana dusta
55,47,"Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?,",nikmat tuhan mana dusta
55,49,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?,nikmat tuhan mana dusta
55,51,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?,nikmat tuhan mana dusta
55,53,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?,nikmat tuhan mana dusta
55,55,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?,nikmat tuhan mana dusta
55,57,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?,nikmat tuhan mana dusta
55,59,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?,nikmat tuhan mana dusta
55,60,Tidak ada balasan kebaikan kecuali kebaikan (pula).,balas baik kecuali baik
55,61,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?,nikmat tuhan mana dusta
55,63,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?,nikmat tuhan mana dusta
55,65,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?,nikmat tuhan mana dusta
55,67,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?,nikmat tuhan mana dusta
