chapter,verse,text
43,68,"\""Hai hamba-hamba-Ku, tiada kekhawatiran terhadapmu pada hari ini dan tidak pula kamu bersedih hati."
43,69,(Yaitu) orang-orang yang beriman kepada ayat-ayat Kami dan adalah mereka dahulu orang-orang yang berserah diri.
43,70,"Masuklah kamu ke dalam surga, kamu dan isteri-isteri kamu digembirakan\""."
43,71,"Diedarkan kepada mereka piring-piring dari emas, dan piala-piala dan di dalam surga itu terdapat segala apa yang diingini oleh hati dan sedap (dipandang) mata dan kamu kekal di dalamnya\""."
43,72,Dan itulah surga yang diwariskan kepada kamu disebabkan amal-amal yang dahulu kamu kerjakan.
43,73,Di dalam surga itu ada buah-buahan yang banyak untukmu yang sebahagiannya kamu makan.
43,75,Tidak diringankan azab itu dari mereka dan mereka di dalamnya berputus asa.
43,76,Dan tidaklah Kami menganiaya mereka tetapi merekalah yang menganiaya diri mereka sendiri.
43,77,"Mereka berseru: \""Hai Malik biarlah Tuhanmu membunuh kami saja\"". Dia menjawab: \""Kamu akan tetap tinggal (di neraka ini)\""."
43,79,"Bahkan mereka telah menetapkan satu tipu daya (jahat), maka sesungguhnya Kami menetapkan pula."
43,80,"Apakah mereka mengira, bahwa Kami tidak mendengar rahasia dan bisikan-bisikan mereka? Sebenarnya (Kami mendengar), dan utusan-utusan (malaikat-malaikat) Kami selalu mencatat di sisi mereka."
43,81,"Katakanlah, jika benar Tuhan Yang Maha Pemurah mempunyai anak, maka akulah (Muhammad) orang yang mula-mula memuliakan (anak itu)."
43,83,Maka biarlah mereka tenggelam (dalam kesesatan) dan bermain-main sampai mereka menemui hari yang dijanjikan kepada mereka.
43,86,Dan sembahan-sembahan yang mereka sembah selain Allah tidak dapat memberi syafa´at; akan tetapi (orang yang dapat memberi syafa´at ialah) orang yang mengakui yang hak (tauhid) dan mereka meyakini(nya).
43,87,"Dan sungguh jika kamu bertanya kepada mereka: \""Siapakah yang menciptakan mereka, niscaya mereka menjawab: \""Allah\"", maka bagaimanakah mereka dapat dipalingkan (dari menyembah Allah)?,"
43,88,"dan (Allah mengetabui) ucapan Muhammad: \""Ya Tuhanku, sesungguhnya mereka itu adalah kaum yang tidak beriman\""."
43,89,"Maka berpalinglah (hai Muhammad) dari mereka dan katakanlah: \""Salam (selamat tinggal)\"". Kelak mereka akan mengetahui (nasib mereka yang buruk)."
44,4,"Pada malam itu dijelaskan segala urusan yang penuh hikmah,"
44,5,"(yaitu) urusan yang besar dari sisi Kami. Sesungguhnya Kami adalah Yang mengutus rasul-rasul,"
44,9,Tetapi mereka bermain-main dalam keragu-raguan.
44,12,"(Mereka berdoa): \""Ya Tuhan kami, lenyapkanlah dari kami azab itu. Sesungguhnya kami akan beriman\""."
44,13,"Bagaimanakah mereka dapat menerima peringatan, padahal telah datang kepada mereka seorang rasul yang memberi penjelasan,"
44,14,"kemudian mereka berpaling daripadanya dan berkata: \""Dia adalah seorang yang menerima ajaran (dari orang lain) lagi pula seorang yang gila\""."
44,15,Sesungguhnya (kalau) Kami akan melenyapkan siksaan itu agak sedikit sesungguhnya kamu akan kembali (ingkar).
44,16,(Ingatlah) hari (ketika) Kami menghantam mereka dengan hantaman yang keras. Sesungguhnya Kami adalah Pemberi balasan.
44,21,"dan jika kamu tidak beriman kepadaku maka biarkanlah aku (memimpin Bani Israil)\""."
44,31,"dari (azab) Fir´aun. Sesungguhnya dia adalah orang yang sombong, salah seorang dari orang-orang yang melampaui batas."
44,32,Dan sesungguhnya telah Kami pilih mereka dengan pengetahuan (Kami) atas bangsa-bangsa.
44,33,Dan Kami telah memberikan kepada mereka di antara tanda-tanda kekuasaan (Kami) sesuatu yang di dalamnya terdapat nikmat yang nyata.
44,34,"Sesungguhnya mereka (kaum musyrik) itu benar-benar berkata,"
44,36,"maka datangkanlah (kembali) bapak-bapak kami jika kamu memang orang-orang yang benar\""."
44,47,Peganglah dia kemudian seretlah dia ke tengah-tengah neraka.
44,48,Kemudian tuangkanlah di atas kepalanya siksaan (dari) air yang amat panas.
44,50,Sesungguhnya ini adalah azab yang dahulu selalu kamu meragu-ragukannya.
44,51,"Sesungguhnya orang-orang yang bertakwa berada dalam tempat yang aman,"
44,52,(yaitu) di dalam taman-taman dan mata-air-mata-air;
44,53,"mereka memakai sutera yang halus dan sutera yang tebal, (duduk) berhadap-hadapan,"
44,54,demikianlah. Dan Kami berikan kepada mereka bidadari.
44,55,"Di dalamnya mereka meminta segala macam buah-buahan dengan aman (dari segala kekhawatiran),"
44,57,sebagai karunia dari Tuhanmu. Yang demikian itu adalah keberuntungan yang besar.
44,58,Sesungguhnya Kami mudahkan Al Quran itu dengan bahasamu supaya mereka mendapat pelajaran.
44,59,Maka tunggulah; sesungguhnya mereka itu menunggu (pula).
45,4,"Dan pada penciptakan kamu dan pada binatang-binatang yang melata yang bertebaran (di muka bumi) terdapat tanda-tanda (kekuasaan Allah) untuk kaum yang meyakini,"
45,11,Ini (Al Quran) adalah petunjuk. Dan orang-orang yang kafir kepada ayat-ayat Tuhannya bagi mereka azab yaitu siksaan yang sangat pedih.
45,14,Katakanlah kepada orang-orang yang beriman hendaklah mereka memaafkan orang-orang yang tiada takut hari-hari Allah karena Dia akan membalas sesuatu kaum terhadap apa yang telah mereka kerjakan.
45,15,"Barangsiapa yang mengerjakan amal saleh, maka itu adalah untuk dirinya sendiri, dan barangsiapa yang mengerjakan kejahatan, maka itu akan menimpa dirinya sendiri, kemudian kepada Tuhanmulah kamu dikembalikan."
45,18,"Kemudian Kami jadikan kamu berada di atas suatu syariat (peraturan) dari urusan (agama itu), maka ikutilah syariat itu dan janganlah kamu ikuti hawa nafsu orang-orang yang tidak mengetahui."
45,20,"Al Quran ini adalah pedoman bagi manusia, petunjuk dan rahmat bagi kaum yang meyakini."
45,23,Maka pernahkah kamu melihat orang yang menjadikan hawa nafsunya sebagai tuhannya dan Allah membiarkannya berdasarkan ilmu-Nya dan Allah telah mengunci mati pendengaran dan hatinya dan meletakkan tutupan atas penglihatannya? Maka siapakah yang akan memberinya petunjuk sesudah Allah (membiarkannya sesat). Maka mengapa kamu tidak mengambil pelajaran?
45,31,"Dan adapun orang-orang yang kafir (kepada mereka dikatakan): \""Maka apakah belum ada ayat-ayat-Ku yang dibacakan kepadamu lalu kamu menyombongkan diri dan kamu jadi kaum yang berbuat dosa?\"""
45,34,"Dan dikatakan (kepada mereka): \""Pada hari ini Kami melupakan kamu sebagaimana kamu telah melupakan pertemuan (dengan) harimu ini dan tempat kembalimu ialah neraka dan kamu sekali-kali tidak memperoleh penolong\""."
45,35,"Yang demikian itu, karena sesungguhnya kamu menjadikan ayat-ayat Allah sebagai olok-olokan dan kamu telah ditipu oleh kehidupan dunia, maka pada hari ini mereka tidak dikeluarkan dari neraka dan tidak pula mereka diberi kesempatan untuk bertaubat."
46,6,Dan apabila manusia dikumpulkan (pada hari kiamat) niscaya sembahan-sembahan itu menjadi musuh mereka dan mengingkari pemujaan-pemujaan mereka.
46,11,"Dan orang-orang kafir berkata kepada orang-orang yang beriman: \""Kalau sekiranya di (Al Quran) adalah suatu yang baik, tentulah mereka tiada mendahului kami (beriman) kepadanya. Dan karena mereka tidak mendapat petunjuk dengannya maka mereka akan berkata: \""Ini adalah dusta yang lama\""."
46,19,Dan bagi masing-masing mereka derajat menurut apa yang telah mereka kerjakan dan agar Allah mencukupkan bagi mereka (balasan) pekerjaan-pekerjaan mereka sedang mereka tiada dirugikan.
46,22,"Mereka menjawab: \""Apakah kamu datang kepada kami untuk memalingkan kami dari (menyembah) tuhan-tuhan kami? Maka datangkanlah kepada kami azab yang telah kamu ancamkan kepada kami jika kamu termasuk orang-orang yang benar\""."
46,23,"Ia berkata: \""Sesungguhnya pengetahuan (tentang itu) hanya pada sisi Allah dan aku (hanya) menyampaikan kepadamu apa yang aku diutus dengan membawanya tetapi aku lihat kamu adalah kaum yang bodoh\""."
46,26,"Dan sesungguhnya Kami telah meneguhkan kedudukan mereka dalam hal-hal yang Kami belum pernah meneguhkan kedudukanmu dalam hal itu dan Kami telah memberikan kepada mereka pendengaran, penglihatan dan hati; tetapi pendengaran, penglihatan dan hati mereka itu tidak berguna sedikit juapun bagi mereka, karena mereka selalu mengingkari ayat-ayat Allah dan mereka telah diliputi oleh siksa yang dahulu selalu mereka memperolok-olokkannya."
46,27,Dan sesungguhnya Kami telah membinasakan negeri-negeri di sekitarmu dan Kami telah mendatangkan tanda-tanda kebesaran Kami berulang-ulang supaya mereka kembali (bertaubat).
46,28,Maka mengapa yang mereka sembah selain Allah sebagai Tuhan untuk mendekatkan diri (kepada Allah) tidak dapat menolong mereka. Bahkan tuhan-tuhan itu telah lenyap dari mereka? Itulah akibat kebohongan mereka dan apa yang dahulu mereka ada-adakan.
46,34,"Dan (ingatlah) hari (ketika) orang-orang kafir dihadapkan kepada neraka, (dikatakan kepada mereka): \""Bukankah (azab) ini benar?\"" Mereka menjawab: \""Ya benar, demi Tuhan kami\"". Allah berfirman \""Maka rasakanlah azab ini disebabkan kamu selalu ingkar\""."
47,1,"Orang-orang yang kafir dan menghalangi (manusia) dari jalan Allah, Allah menyesatkan perbuatan-perbuatan mereka."
47,9,Yang demikian itu adalah karena Sesungguhnya mereka benci kepada apa yang diturunkan Allah (Al Quran) lalu Allah menghapuskan (pahala-pahala) amal-amal mereka.
47,14,Maka apakah orang yang berpegang pada keterangan yang datang dari Rabbnya sama dengan orang yang (shaitan) menjadikan dia memandang baik perbuatannya yang buruk itu dan mengikuti hawa nafsunya?
47,17,"Dan orang-orang yang mau menerima petunjuk, Allah menambah petunjuk kepada mereka dan memberikan balasan ketakwaannya."
47,21,"Taat dan mengucapkan perkataan yang baik (adalah lebih baik bagi mereka). Apabila telah tetap perintah perang (mereka tidak menyukainya). Tetapi jikalau mereka benar (imannya) terhadap Allah, niscaya yang demikian itu lebih baik bagi mereka."
47,25,"Sesungguhnya orang-orang yang kembali ke belakang (kepada kekafiran) sesudah petunjuk itu jelas bagi mereka, syaitan telah menjadikan mereka mudah (berbuat dosa) dan memanjangkan angan-angan mereka."
47,26,"Yang demikian itu karena sesungguhnya mereka (orang-orang munafik) itu berkata kepada orang-orang yang benci kepada apa yang diturunkan Allah (orang-orang Yahudi): \""Kami akan mematuhi kamu dalam beberapa urusan\"", sedang Allah mengetahui rahasia mereka."
47,29,Atau apakah orang-orang yang ada penyakit dalam hatinya mengira bahwa Allah tidak akan menampakkan kedengkian mereka?
47,30,"Dan kalau Kami kehendaki, niscaya Kami tunjukkan mereka kepadamu sehingga kamu benar-benar dapat mengenal mereka dengan tanda-tandanya. Dan kamu benar-benar akan mengenal mereka dari kiasan-kiasan perkataan mereka dan Allah mengetahui perbuatan-perbuatan kamu."
47,31,"Dan sesungguhnya Kami benar-benar akan menguji kamu agar Kami mengetahui orang-orang yang berjihad dan bersabar di antara kamu, dan agar Kami menyatakan (baik buruknya) hal ihwalmu."
47,32,"Sesungguhnya orang-orang kafir dan (yang) menghalangi manusia dari jalan Allah serta memusuhi Rasul setelah petunjuk itu jelas bagi mereka, mereka tidak dapat memberi mudharat kepada Allah sedikitpun. Dan Allah akan menghapuskan (pahala) amal-amal mereka."
47,36,"Sesungguhnya kehidupan dunia hanyalah permainan dan senda gurau. Dan jika kamu beriman dan bertakwa, Allah akan memberikan pahala kepadamu dan Dia tidak akan meminta harta-hartamu."
47,37,Jika Dia meminta harta kepadamu lalu mendesak kamu (supaya memberikan semuanya) niscaya kamu akan kikir dan Dia akan menampakkan kedengkianmu.
51,9,dipalingkan daripadanya (Rasul dan Al-Quran) orang yang dipalingkan.
51,10,"Terkutuklah orang-orang yang banyak berdusta,"
51,11,"(yaitu) orang-orang yang terbenam dalam kebodohan yang lalai,"
51,21,dan (juga) pada dirimu sendiri. Maka apakah kamu tidak memperhatikan?
51,53,Apakah mereka saling berpesan tentang apa yang dikatakan itu. Sebenarnya mereka adalah kaum yang melampaui batas.
51,54,Maka berpalinglah kamu dari mereka dan kamu sekali-kali tidak tercela.
51,55,"Dan tetaplah memberi peringatan, karena sesungguhnya peringatan itu bermanfaat bagi orang-orang yang beriman."
51,59,Maka sesungguhnya untuk orang-orang zalim ada bagian (siksa) seperti bahagian teman mereka (dahulu); maka janganlah mereka meminta kepada-Ku untuk menyegerakannya.
51,60,Maka kecelakaanlah bagi orang-orang yang kafir pada hari yang diancamkan kepada mereka.
52,19,"(Dikatakan kepada mereka): \""Makan dan minumlah dengan enak sebagai balasan dari apa yang telah kamu kerjakan\"","
52,20,mereka bertelekan di atas dipan-dipan berderetan dan Kami kawinkan mereka dengan bidadari-bidadari yang cantik bermata jeli.
52,21,"Dan orang-oranng yang beriman, dan yang anak cucu mereka mengikuti mereka dalam keimanan, Kami hubungkan anak cucu mereka dengan mereka, dan Kami tiada mengurangi sedikitpun dari pahala amal mereka. Tiap-tiap manusia terikat dengan apa yang dikerjakannya."
52,22,Dan Kami beri mereka tambahan dengan buah-buahan dan daging dari segala jenis yang mereka ingini.
52,23,Di dalam surga mereka saling memperebutkan piala (gelas) yang isinya tidak (menimbulkan) kata-kata yang tidak berfaedah dan tiada pula perbuatan dosa.
52,24,"Dan berkeliling di sekitar mereka anak-anak muda untuk (melayani) mereka, seakan-akan mereka itu mutiara yang tersimpan."
52,25,Dan sebahagian mereka menghadap kepada sebahagian yang lain saling tanya-menanya.
52,26,"Mereka berkata: \""Sesungguhnya kami dahulu, sewaktu berada di tengah-tengah keluarga kami merasa takut (akan diazab)\""."
52,27,Maka Allah memberikan karunia kepada kami dan memelihara kami dari azab neraka.
52,30,"Bahkan mereka mengatakan: \""Dia adalah seorang penyair yang kami tunggu-tunggu kecelakaan menimpanya\""."
52,31,"Katakanlah: \""Tunggulah, maka sesungguhnya akupun termasuk orang yang menunggu (pula) bersama kamu\""."
52,32,Apakah mereka diperintah oleh fikiran-fikiran mereka untuk mengucapkan tuduhan-tuduhan ini ataukah mereka kaum yang melampaui batas?
52,35,Apakah mereka diciptakan tanpa sesuatupun ataukah mereka yang menciptakan (diri mereka sendiri)?
52,36,Ataukah mereka telah menciptakan langit dan bumi itu?; sebenarnya mereka tidak meyakini (apa yang mereka katakan).
52,37,Ataukah di sisi mereka ada perbendaharaan Tuhanmu atau merekakah yang berkuasa?
52,38,Ataukah mereka mempunyai tangga (ke langit) untuk mendengarkan pada tangga itu (hal-hal yang gaib)? Maka hendaklah orang yang mendengarkan di antara mereka mendatangkan suatu keterangan yang nyata.
52,39,Ataukah untuk Allah anak-anak perempuan dan untuk kamu anak-anak laki-laki?
52,40,Ataukah kamu meminta upah kepada mereka sehingga mereka dibebani dengan hutang?
52,42,Ataukah mereka hendak melakukan tipu daya? Maka orang-orang yang kafir itu merekalah yang kena tipu daya.
52,45,"Maka biarkanlah mereka hingga mereka menemui hari (yang dijanjikan kepada) mereka yang pada hari itu mereka dibinasakan,"
52,46,(yaitu) hari ketika tidak berguna bagi mereka sedikitpun tipu daya mereka dan mereka tidak ditolong.
53,20,"dan Manah yang ketiga, yang paling terkemudian (sebagai anak perempuan Allah)?"
53,21,Apakah (patut) untuk kamu (anak) laki-laki dan untuk Allah (anak) perempuan?
53,22,Yang demikian itu tentulah suatu pembagian yang tidak adil.
53,23,"Itu tidak lain hanyalah nama-nama yang kamu dan bapak-bapak kamu mengadakannya; Allah tidak menurunkan suatu keteranganpun untuk (menyembah)nya. Mereka tidak lain hanyalah mengikuti sangkaan-sangkaan, dan apa yang diingini oleh hawa nafsu mereka dan sesungguhnya telah datang petunjuk kepada mereka dari Tuhan mereka."
53,24,Atau apakah manusia akan mendapat segala yang dicita-citakannya?
53,25,"(Tidak), maka hanya bagi Allah kehidupan akhirat dan kehidupan dunia."
53,28,Dan mereka tidak mempunyai sesuatu pengetahuanpun tentang itu. Mereka tidak lain hanyalah mengikuti persangkaan sedang sesungguhnya persangkaan itu tiada berfaedah sedikitpun terhadap kebenaran.
53,29,"Maka berpalinglah (hai Muhammad) dari orang yang berpaling dari peringatan Kami, dan tidak mengingini kecuali kehidupan duniawi."
53,33,Maka apakah kamu melihat orang yang berpaling (dari Al-Quran)?
53,34,serta memberi sedikit dan tidak mau memberi lagi?
53,37,dan lembaran-lembaran Ibrahim yang selalu menyempurnakan janji?
53,38,"(yaitu) bahwasanya seorang yang berdosa tidak akan memikul dosa orang lain,"
53,39,"dan bahwasanya seorang manusia tiada memperoleh selain apa yang telah diusahakannya,"
53,40,dan bahwasanya usaha itu kelak akan diperlihatkan (kepadanya).
53,41,"Kemudian akan diberi balasan kepadanya dengan balasan yang paling sempurna,"
53,42,"dan bahwasanya kepada Tuhanmulah kesudahan (segala sesuatu),"
53,43,"dan bahwasanya Dialah yang menjadikan orang tertawa dan menangis,"
53,47,"Dan bahwasanya Dialah yang menetapkan kejadian yang lain (kebangkitan sesudah mati),"
53,48,"dan bahwasanya Dia yang memberikan kekayaan dan memberikan kecukupan,"
53,49,"dan bahwasanya Dialah yang Tuhan (yang memiliki) bintang syi´ra,"
53,55,Maka terhadap nikmat Tuhanmu yang manakah kamu ragu-ragu?
53,56,Ini (Muhammad) adalah seorang pemberi peringatan di antara pemberi-pemberi peringatan yang terdahulu.
53,57,Telah dekat terjadinya hari kiamat.
53,58,Tidak ada yang akan menyatakan terjadinya hari itu selain Allah.
54,1,Telah dekat datangnya saat itu dan telah terbelah bulan.
54,2,"Dan jika mereka (orang-orang musyrikin) melihat suatu tanda (mukjizat), mereka berpaling dan berkata: \""(Ini adalah) sihir yang terus menerus\""."
54,3,"Dan mereka mendutakan (Nabi) dan mengikuti hawa nafsu mereka, sedang tiap-tiap urusan telah ada ketetapannya"
54,4,Dan sesungguhnya telah datang kepada mereka beberapa kisah yang di dalamnya terdapat cegahan (dari kekafiran).
54,5,Itulah suatu hikmah yang sempurna maka peringatan-peringatan itu tidak berguna (bagi mereka).
54,6,"Maka berpalinglah kamu dari mereka. (Ingatlah) hari (ketika) seorang penyeru (malaikat) menyeru kepada sesuatu yang tidak menyenangkan (hari pembalasan),"
54,8,"mereka datang dengan cepat kepada penyeru itu. Orang-orang kafir berkata: \""Ini adalah hari yang berat\""."
54,21,Maka alangkah dahsyatnya azab-Ku dan ancaman-ancaman-Ku.
54,26,Kelak mereka akan mengetahui siapakah yang sebenarnya amat pendusta lagi sombong.
54,27,"Sesungguhnya Kami akan mengirimkan unta betina sebagai cobaan bagi mereka, maka tunggulah (tindakan) mereka dan bersabarlah."
54,28,Dan beritakanlah kepada mereka bahwa sesungguhnya air itu terbagi antara mereka (dengan unta betina itu); tiap-tiap giliran minum dihadiri (oleh yang punya giliran)
54,29,"Maka mereka memanggil kawannya, lalu kawannya menangkap (unta itu) dan membunuhnya."
54,30,Alangkah dahsyatnya azab-Ku dan ancaman-ancaman-Ku.
54,31,"Sesungguhnya Kami menimpakan atas mereka satu suara yang keras mengguntur, maka jadilah mereka seperti rumput kering (yang dikumpulkan oleh) yang punya kandang binatang."
54,35,"sebagai nikmat dari Kami. Demikianlah Kami memberi balasan kepada orang-orang yang bersyukur,"
54,36,"Dan sesungguhnya dia (Luth) telah memperingatkan mereka akan azab-azab Kami, maka mereka mendustakan ancaman-ancaman itu."
54,38,Dan sesungguhnya pada esok harinya mereka ditimpa azab yang kekal.
54,39,Maka rasakanlah azab-Ku dan ancaman-ancaman-Ku.
54,43,"Apakah orang-orang kafirmu (hai kaum musyrikin) lebih baik dari mereka itu, atau apakah kamu telah mempunyai jaminan kebebasan (dari azab) dalam Kitab-kitab yang dahulu"
54,44,"Atau apakah mereka mengatakan: \""Kami adalah satu golongan yang bersatu yang pasti menang\""."
54,45,Golongan itu pasti akan dikalahkan dan mereka akan mundur ke belakang.
54,47,Sesungguhnya orang-orang yang berdosa berada dalam kesesatan (di dunia) dan dalam neraka.
54,49,Sesungguhnya Kami menciptakan segala sesuatu menurut ukuran.
54,50,Dan perintah Kami hanyalah satu perkataan seperti kejapan mata.
54,51,Dan sesungguhnya telah Kami binasakan orang yang serupa dengan kamu. Maka adakah orang yang mau mengambil pelajaran?
55,4,Mengajarnya pandai berbicara.
55,13,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?
55,16,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?
55,17,Tuhan yang memelihara kedua tempat terbit matahari dan Tuhan yang memelihara kedua tempat terbenamnya
55,18,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?
55,23,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?
55,25,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?
55,28,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?
55,29,Semua yang ada di langit dan bumi selalu meminta kepada-Nya. Setiap waktu Dia dalam kesibukan.
55,30,Maka nikmat Rabb-mu yang manakah yang kamu dustakan?
55,31,Kami akan memperhatikan sepenuhnya kepadamu hai manusia dan jin.
55,32,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?
55,36,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?
55,38,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?
55,39,Pada waktu itu manusia dan jin tidak ditanya tentang dosanya.
55,40,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?
55,41,"Orang-orang yang berdosa dikenal dengan tanda-tandannya, lalu dipegang ubun-ubun dan kaki mereka."
55,42,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?
55,45,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?
55,47,"Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?,"
55,49,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?
55,51,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?
55,53,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?
55,55,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?
55,57,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?
55,59,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?
55,60,Tidak ada balasan kebaikan kecuali kebaikan (pula).
55,61,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?
55,63,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?
55,65,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?
55,67,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?
55,69,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?
55,73,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?
55,75,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?
55,77,Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?
55,78,Maha Agung nama Tuhanmu Yang Mempunyai Kebesaran dan Karunia.
56,81,Maka apakah kamu menganggap remeh saja Al-Quran ini?
56,82,kamu mengganti rezeki (yang Allah berikan) dengan mendustakan Allah.
56,83,"Maka mengapa ketika nyawa sampai di kerongkongan,"
56,84,"padahal kamu ketika itu melihat,"
56,85,"dan Kami lebih dekat kepadanya dari pada kamu. Tetapi kamu tidak melihat,"
56,86,maka mengapa jika kamu tidak dikuasai (oleh Allah)?
56,87,Kamu tidak mengembalikan nyawa itu (kepada tempatnya) jika kamu adalah orang-orang yang benar?
56,88,"adapun jika dia (orang yang mati) termasuk orang-orang yang didekatkan (kepada Allah),"
56,92,"Dan adapun jika dia termasuk golongan yang mendustakan lagi sesat,"
56,94,dan dibakar di dalam jahannam.
56,95,Sesungguhnya (yang disebutkan ini) adalah suatu keyakinan yang benar.
57,6,Dialah yang memasukkan malam ke dalam siang dan memasukkan siang ke dalam malam. Dan Dia Maha Mengetahui segala isi hati.
57,8,Dan mengapa kamu tidak beriman kepada Allah padahal Rasul menyeru kamu supaya kamu beriman kepada Tuhanmu. Dan sesungguhnya Dia telah mengambil perjanjianmu jika kamu adalah orang-orang yang beriman.
57,14,"Orang-orang munafik itu memanggil mereka (orang-orang mukmin) seraya berkata: \""Bukankah kami dahulu bersama-sama dengan kamu?\"" Mereka menjawab: \""Benar, tetapi kamu mencelakakan dirimu sendiri dan menunggu (kehancuran kami) dan kamu ragu-ragu serta ditipu oleh angan-angan kosong sehingga datanglah ketetapan Allah;dan kamu telah ditipu terhadap Allah oleh (syaitan) yang amat penipu."
57,29,"(Kami terangkan yang demikian itu) supaya ahli Kitab mengetahui bahwa mereka tiada mendapat sedikitpun akan karunia Allah (jika mereka tidak beriman kepada Muhammad), dan bahwasanya karunia itu adalah di tangan Allah. Dia berikan karunia itu kepada siapa yang dikehendaki-Nya. Dan Allah mempunyai karunia yang besar."
58,5,"Sesungguhnya orang-orang yang yang menentang Allah dan Rasul-Nya, pasti mendapat kehinaan sebagaimana orang-orang yang sebelum mereka telah mendapat kehinaan. Sesungguhnya Kami telah menurunkan bukti-bukti nyata. Dan bagi orang-orang kafir ada siksa yang menghinakan."
58,18,"(Ingatlah) hari (ketika) mereka semua dibangkitkan Allah lalu mereka bersumpah kepada-Nya (bahwa mereka bukan musyrikin) sebagaimana mereka bersumpah kepadamu; dan mereka menyangka bahwa mereka akan memperoleh suatu (manfaat). Ketahuilah, bahwa sesungguhnya merekalah orang-orang pendusta."
58,19,"Syaitan telah menguasai mereka lalu menjadikan mereka lupa mengingat Allah; mereka itulah golongan syaitan. Ketahuilah, bahwa sesungguhnya golongan syaitan itulah golongan yang merugi."
58,20,"Sesungguhnya orang-orang yang menentang Allah dan Rasul-Nya, mereka termasuk orang-orang yang sangat hina."
58,21,"Allah telah menetapkan: \""Aku dan rasul-rasul-Ku pasti menang\"". Sesungguhnya Allah Maha Kuat lagi Maha Perkasa."
59,8,(Juga) bagi orang fakir yang berhijrah yang diusir dari kampung halaman dan dari harta benda mereka (karena) mencari karunia dari Allah dan keridhaan-Nya dan mereka menolong Allah dan Rasul-Nya. Mereka itulah orang-orang yang benar.
61,2,"Wahai orang-orang yang beriman, kenapakah kamu mengatakan sesuatu yang tidak kamu kerjakan?"
61,3,Amat besar kebencian di sisi Allah bahwa kamu mengatakan apa-apa yang tidak kamu kerjakan.
61,8,"Mereka ingin memadamkan cahaya Allah dengan mulut (tipu daya) mereka, tetapi Allah (justru) menyempurnakan cahaya-Nya, walau orang-orang kafir membencinya\""."
61,10,"Hai orang-orang yang beriman, sukakah kamu aku tunjukkan suatu perniagaan yang dapat menyelamatkanmu dari azab yang pedih?"
61,13,Dan (ada lagi) karunia yang lain yang kamu sukai (yaitu) pertolongan dari Allah dan kemenangan yang dekat (waktunya). Dan sampaikanlah berita gembira kepada orang-orang yang beriman.
62,2,"Dialah yang mengutus kepada kaum yang buta huruf seorang Rasul di antara mereka, yang membacakan ayat-ayat-Nya kepada mereka, mensucikan mereka dan mengajarkan mereka Kitab dan Hikmah (As Sunnah). Dan sesungguhnya mereka sebelumnya benar-benar dalam kesesatan yang nyata,"
62,4,"Demikianlah karunia Allah, diberikan-Nya kepada siapa yang dikehendaki-Nya; dan Allah mempunyai karunia yang besar."
62,7,Mereka tiada akan mengharapkan kematian itu selama-lamanya disebabkan kejahatan yang telah mereka perbuat dengan tangan mereka sendiri. Dan Allah Maha Mengetahui akan orang-orang yang zalim.
64,11,Tidak ada suatu musibah pun yang menimpa seseorang kecuali dengan ijin Allah; dan barangsiapa yang beriman kepada Allah niscaya Dia akan memberi petunjuk kepada hatinya. Dan Allah Maha Mengetahui segala sesuatu.
65,7,Hendaklah orang yang mampu memberi nafkah menurut kemampuannya. Dan orang yang disempitkan rezekinya hendaklah memberi nafkah dari harta yang diberikan Allah kepadanya. Allah tidak memikulkan beban kepada seseorang melainkan sekedar apa yang Allah berikan kepadanya. Allah kelak akan memberikan kelapangan sesudah kesempitan.
65,9,"Maka mereka merasakan akibat yang buruk dari perbuatannya, dan adalah akibat perbuatan mereka kerugian yang besar."
